Date,SPY,TLT,GLD,QQQ,IWM,EFA,AGG,VNQ
2023-02-27,107.6968,150.6853,114.5748,127.3167,110.5437,106.7016,114.7576,104.6237
2023-02-28,108.57,148.748,115.2868,129.5122,110.6987,106.7091,114.4839,105.2092
2023-03-01,109.1822,148.935,115.8217,129.584,112.075,108.0668,114.5462,106.1283
2023-03-02,107.6378,150.3837,116.4736,127.3416,111.3494,106.8739,114.8868,104.3512
2023-03-03,107.6568,150.1712,116.7039,127.1446,111.2982,107.384,114.7646,103.1849
2023-03-06,109.4892,151.1528,115.7012,130.2842,112.6407,108.8003,115.1899,104.3796
2023-03-07,108.7178,150.6269,114.5683,128.6182,111.8036,107.6814,115.1691,104.7809
2023-03-08,108.1622,151.2474,115.1349,128.1387,111.3128,107.7528,115.3583,103.5098
2023-03-09,109.0985,152.0136,114.5649,129.5645,112.6569,108.3988,115.8165,106.2526
2023-03-10,108.3275,150.5517,114.6011,128.8695,111.7833,108.6997,115.2026,106.1258
2023-03-13,107.7474,153.1676,117.0317,127.6197,110.8514,108.8027,115.6359,105.7936
2023-03-14,107.8165,150.5473,116.6639,127.2274,110.6597,109.6849,114.8359,106.4165
2023-03-15,107.5739,150.3211,117.4688,127.0948,110.876,110.2455,114.707,105.9777
2023-03-16,106.5079,149.7684,120.4692,126.3201,109.032,108.5484,114.4576,105.2016
2023-03-17,107.1059,149.1642,120.3331,127.3943,109.6885,107.6491,114.2913,104.7713
2023-03-20,107.327,153.049,121.3793,127.645,110.453,108.2602,115.2836,105.8658
2023-03-21,109.4668,150.4713,121.8212,130.1389,113.082,109.4912,114.7379,107.4655
2023-03-22,110.5254,151.222,120.6878,131.7601,113.5158,109.3217,114.9485,107.7373
2023-03-23,113.1176,150.5936,119.4017,135.1961,116.763,112.6912,114.77,108.7272
2023-03-24,115.1734,150.1879,118.6512,138.5816,116.7743,113.7965,114.8355,110.4978
2023-03-27,114.1102,150.8177,117.6213,137.2143,114.9856,112.4965,114.7574,109.7646
2023-03-28,115.0864,150.0814,117.6874,137.6727,115.7524,113.1564,115.1026,109.7853
2023-03-29,116.7332,150.6912,118.2942,141.326,117.5939,114.7531,115.3249,112.2414
2023-03-30,117.9959,149.3118,116.813,143.04,118.179,115.4545,115.3293,112.6522
2023-03-31,117.9951,149.4191,117.7608,141.4727,117.7926,115.5303,115.5348,112.3485
2023-04-03,115.9388,151.1844,117.112,137.6766,115.2624,113.6709,115.7378,108.6585
2023-04-04,116.9732,152.4577,118.1406,138.4705,116.109,114.447,116.1714,110.157
2023-04-05,116.2041,152.9503,118.6387,138.3721,115.896,114.5327,116.2619,110.9227
2023-04-06,116.703,151.5791,120.0514,139.5526,116.1658,114.6328,115.9658,111.6012
2023-04-07,116.9684,151.9086,122.0344,140.7049,116.6405,115.6054,115.8274,112.3367
2023-04-10,119.0257,150.7091,121.1624,143.2793,117.7891,116.4223,115.6024,112.4368
2023-04-11,119.0909,151.9204,120.3554,144.5028,118.1215,117.1826,115.8209,113.3118
2023-04-12,117.9032,153.6847,120.6888,143.1925,116.0399,115.4743,116.2286,111.2164
2023-04-13,118.4692,151.5875,121.4074,143.1191,117.1235,116.4712,115.6503,112.3721
2023-04-14,118.8097,150.7384,120.2056,142.23,117.7014,115.6626,115.5165,112.3168
2023-04-17,119.6237,150.0019,119.8412,143.9356,118.7256,116.5279,115.4956,111.7718
2023-04-18,120.5316,150.451,118.9058,145.138,119.4844,117.0393,115.7421,113.6352
2023-04-19,121.8185,148.162,119.4109,147.9392,121.1096,118.8725,115.638,115.8049
2023-04-20,122.1558,149.426,119.8184,148.5186,121.12,120.1315,115.8174,117.5029
2023-04-21,122.7847,147.3259,119.9956,147.8693,122.3313,121.3517,115.271,118.4166
2023-04-24,125.1133,145.7144,118.8541,152.3659,126.076,123.4305,115.2625,121.8981
2023-04-25,124.2808,145.4535,120.0907,152.3891,125.7964,122.3736,115.4632,120.8768
2023-04-26,123.9348,146.0675,121.8889,152.5448,125.863,122.6211,115.558,121.3559
2023-04-27,121.0062,146.9192,121.9792,147.2843,123.3191,120.2938,115.9195,120.5513
2023-04-28,120.5191,146.9584,121.8627,146.243,122.9968,119.4162,115.6992,120.5819
2023-05-01,121.2881,145.6077,122.7662,146.9075,124.0661,120.6787,115.4011,121.8748
2023-05-02,120.7415,145.6119,122.487,145.5671,123.3844,119.1295,115.2721,120.8786
2023-05-03,120.496,145.4317,122.3771,145.5558,123.8344,118.646,115.012,119.7645
2023-05-04,119.9865,145.2206,121.4308,143.8763,122.9432,118.2337,115.0649,118.7573
2023-05-05,119.5637,144.2311,121.2071,142.6326,123.0269,116.7927,114.7333,118.5555
2023-05-08,119.8203,147.6082,122.1821,142.4298,123.1109,115.7742,115.5054,117.9853
2023-05-09,120.9102,146.4459,122.0145,143.5572,125.6066,116.6636,115.6485,120.1157
2023-05-10,121.5123,146.7005,122.5859,143.097,126.0223,117.6413,115.7295,119.5444
2023-05-11,121.5004,148.9596,124.3704,143.1239,126.7776,117.6181,115.9304,118.9884
2023-05-12,123.353,147.8312,124.1498,145.5797,130.2164,120.4182,116.2255,121.2026
2023-05-15,123.7488,145.6995,125.569,145.2621,130.9987,120.1077,115.5781,120.764
2023-05-16,123.0837,145.3037,124.8085,144.8994,129.3589,119.5301,115.6681,119.4559
2023-05-17,122.2934,145.3612,126.103,143.9087,128.1942,119.2551,115.4012,119.3318
2023-05-18,122.8171,144.7743,125.1105,144.0349,129.1408,120.5182,115.2333,120.3835
2023-05-19,120.4311,145.0344,124.8539,139.966,125.9545,118.0584,115.2016,117.9151
2023-05-22,117.9185,143.3853,123.6027,136.6466,121.2243,115.3009,114.5484,116.0666
2023-05-23,117.5344,144.0662,123.8459,134.6991,121.454,115.2668,114.7969,119.4834
2023-05-24,115.2543,147.2843,123.7795,131.7853,119.014,113.1991,115.3471,117.7314
2023-05-25,113.6393,149.02,123.3963,128.842,116.994,112.6571,115.5973,116.6908
2023-05-26,112.8956,150.3962,124.3171,129.0303,116.0981,112.535,115.8729,117.203
2023-05-29,112.1698,151.7618,124.2321,128.0202,115.392,112.1252,116.1399,116.81
2023-05-30,113.8963,152.3055,125.5522,130.1886,116.4755,113.9842,116.4892,119.7
2023-05-31,113.2884,152.3093,123.592,129.095,116.5305,113.253,116.6412,119.0931
2023-06-01,113.6825,150.5988,123.4944,127.7101,116.8789,112.4613,116.4651,120.0413
2023-06-02,114.2319,152.4126,122.7795,129.6354,117.9801,112.8177,117.1656,119.7454
2023-06-05,113.3829,152.0141,122.031,127.7759,118.0609,112.155,117.1287,118.7547
2023-06-06,111.4672,153.3088,119.8509,125.1235,114.9453,111.5954,117.5542,116.9461
2023-06-07,112.8499,151.5191,120.3773,127.1232,116.5991,113.573,117.3588,118.6969
2023-06-08,111.1209,151.0675,119.977,124.7833,114.0436,113.5951,117.4453,117.7129
2023-06-09,111.2414,150.7551,118.9074,125.0025,114.3043,112.8588,117.4624,117.5277
2023-06-12,109.2698,150.5661,118.1983,123.4444,112.7287,110.5147,117.3943,114.2425
2023-06-13,110.4374,149.4019,118.0863,125.8574,112.9692,110.3468,117.0462,115.562
2023-06-14,108.8875,146.4001,116.9714,123.9532,112.3885,109.0314,116.2056,115.1889
2023-06-15,106.9969,146.8129,117.0213,121.6012,110.1388,107.5105,115.7324,112.6234
2023-06-16,107.5007,145.3169,116.9402,122.5459,110.4421,107.9676,115.2317,112.728
2023-06-19,108.1669,145.2338,116.3945,123.6276,111.5731,107.292,115.4633,112.9918
2023-06-20,108.6474,146.5844,115.2006,123.9234,111.7235,107.0307,116.1572,112.6181
2023-06-21,108.1175,147.1306,113.954,122.9659,111.3445,106.3836,116.2844,111.6712
2023-06-22,106.6052,148.3014,115.8044,120.9032,110.073,105.787,116.1976,111.9457
2023-06-23,106.8527,150.3642,115.3721,122.4015,110.736,106.383,116.7844,112.1621
2023-06-26,108.1141,149.9608,113.3913,123.5099,111.7706,107.3848,116.8304,114.2015
2023-06-27,106.1534,151.1343,111.4333,121.259,109.6035,105.9922,116.9001,113.3196
2023-06-28,107.2464,151.4047,111.4862,123.1636,110.1652,107.2419,117.33,115.2303
2023-06-29,106.546,152.268,110.2063,122.5569,109.6852,105.5307,117.3075,114.0503
2023-06-30,106.2841,150.7906,110.3847,122.3109,109.3562,104.8735,117.1119,115.0933
2023-07-03,105.8383,150.2206,110.769,121.4605,108.8683,104.9836,116.5998,115.771
2023-07-04,105.9537,149.6432,110.627,121.5985,107.7836,105.7016,116.4736,115.9882
2023-07-05,106.9539,147.8189,110.9925,122.8154,109.4355,105.3541,116.0617,116.3532
2023-07-06,107.4359,148.2336,110.3995,123.0907,109.7847,105.1095,116.3522,116.3917
2023-07-07,104.5119,149.1808,109.1422,118.0135,105.9706,102.6776,116.6577,113.7046
2023-07-10,103.9515,150.0959,108.7537,116.8666,104.5914,101.0051,116.7428,112.8157
2023-07-11,103.8977,149.5975,107.7445,117.1421,103.6104,101.1659,116.4637,111.7363
2023-07-12,102.4915,149.6686,108.5716,115.5007,102.9616,100.6079,116.1852,110.4268
2023-07-13,101.7728,151.838,107.5961,115.0801,102.7197,101.1638,116.6543,110.6752
2023-07-14,104.0195,149.8606,106.0958,117.1058,105.3644,101.8145,116.3204,112.9921
2023-07-17,104.2441,150.3448,106.4199,118.1804,104.9202,101.4652,116.2742,113.5185
2023-07-18,105.1775,150.5074,107.7303,118.8139,107.0194,103.3644,116.5127,116.673
2023-07-19,103.5643,150.643,106.8413,117.0079,104.6676,102.3779,116.7078,115.5372
2023-07-20,103.8849,149.1856,105.8638,118.1498,105.4889,102.6781,116.3556,114.1072
2023-07-21,102.8696,152.2634,104.9198,116.9316,105.0133,101.2123,117.0933,114.0267
2023-07-24,102.923,156.1529,103.8302,117.7287,104.726,101.5566,118.1403,113.4852
2023-07-25,103.188,153.4616,104.1164,118.2199,105.5255,102.52,117.6172,114.111
2023-07-26,102.3656,152.9477,105.1107,117.8952,104.622,101.9586,117.2357,114.212
2023-07-27,103.0537,155.2607,104.6548,118.7236,105.3379,102.8316,117.8191,114.2856
2023-07-28,103.9578,155.8113,103.9603,120.8267,106.9361,103.7331,118.0704,115.8205
2023-07-31,103.1484,156.3088,101.8774,120.2161,104.9178,103.6287,118.1416,114.4375
2023-08-01,102.5745,156.2437,103.1532,117.9285,105.3258,103.6436,117.8536,113.4658
2023-08-02,104.2491,154.0675,101.9923,120.9194,107.1953,104.3964,117.5401,113.993
2023-08-03,105.381,154.9681,102.7486,122.7884,109.5245,105.5727,117.6166,115.8625
2023-08-04,107.5115,152.503,102.3516,126.0466,111.6641,106.6189,117.3886,119.6973
2023-08-07,107.7549,151.1858,100.7616,126.5358,112.6496,107.1745,117.18,119.5697
2023-08-08,106.68,152.867,101.7219,124.0766,112.7387,106.9802,117.7662,118.1024
2023-08-09,105.3384,153.3677,102.1239,123.2796,111.8823,105.9342,117.603,117.9422
2023-08-10,104.4152,156.0915,102.1092,123.001,111.3059,105.2084,118.0977,116.8602
2023-08-11,104.8818,155.9857,101.6034,123.5881,111.8103,104.2608,118.1813,116.207
2023-08-14,103.7746,154.251,99.597,121.1231,110.1341,104.3494,117.7035,115.1837
2023-08-15,104.2109,154.2348,99.5864,121.0491,111.616,105.9759,117.4792,115.2532
2023-08-16,103.9756,153.0636,99.8971,120.2599,113.0044,106.8778,117.274,116.6224
2023-08-17,105.1096,151.7418,99.1212,121.9002,114.8082,107.9551,116.8036,117.0626
2023-08-18,105.0777,151.6861,100.9309,121.0327,115.2844,109.0465,117.1596,117.3355
2023-08-21,105.6103,152.2164,101.2533,121.7561,116.1633,107.9685,117.4065,117.8349
2023-08-22,105.4294,155.1108,100.9801,121.3472,117.3256,107.5566,118.0166,117.9554
2023-08-23,106.3136,154.9733,99.8698,122.2922,117.7435,108.0251,118.1539,118.9597
2023-08-24,104.5624,157.3651,100.218,120.7209,116.1359,107.4032,118.6907,118.7495
2023-08-25,105.123,156.9642,102.3497,122.049,117.3021,107.3068,118.3107,119.5935
2023-08-28,105.3104,156.0398,102.4048,123.2617,118.0478,106.884,118.0828,118.9988
2023-08-29,104.9646,155.676,101.8837,122.0041,117.5769,106.2075,117.4575,120.1916
2023-08-30,106.0923,154.6004,101.9094,122.8989,120.1234,108.5075,117.3706,122.9285
2023-08-31,106.3114,152.6805,101.3216,123.2538,120.0494,108.4553,116.9342,122.8127
2023-09-01,106.4067,151.2221,100.4927,122.5835,120.9301,107.3257,116.8297,124.1728
2023-09-04,106.1438,147.8799,99.7235,122.0946,119.9545,106.6366,116.3022,124.1273
2023-09-05,105.2539,146.241,99.1311,120.6732,119.4139,105.6754,115.9669,125.0124
2023-09-06,106.1115,145.7906,99.0132,121.6725,121.2639,106.1317,115.9407,126.1648
2023-09-07,105.6481,144.262,99.0766,120.9517,121.2239,105.5501,115.7565,124.9764
2023-09-08,107.4087,141.2058,99.283,123.6454,122.6784,107.097,115.3315,124.559
2023-09-11,107.9646,137.8451,98.0247,125.3422,122.8768,106.6823,114.5111,126.417
2023-09-12,106.1291,137.4033,99.1425,123.8644,120.88,104.6072,114.5893,125.9925
2023-09-13,106.8561,136.108,99.0137,124.7859,121.9817,106.085,114.4913,126.0252
2023-09-14,108.2962,135.8725,99.778,127.7653,122.7216,107.0546,114.3789,125.6781
2023-09-15,108.6962,138.7608,98.5396,128.4307,123.4283,107.397,115.1904,125.0145
2023-09-18,108.98,137.7273,96.4515,129.5825,124.3837,107.6661,115.0826,126.2876
2023-09-19,109.2559,138.7408,96.3625,130.8701,124.8654,108.0279,115.1457,126.8141
2023-09-20,108.4361,138.3448,95.515,128.9742,125.6495,108.4953,115.4251,125.6765
2023-09-21,108.5529,136.7279,94.7159,128.5253,126.8133,108.4907,115.2598,126.6235
2023-09-22,110.9719,133.8887,95.7035,132.7041,128.9172,110.947,114.6946,128.6944
2023-09-25,110.1477,133.4067,97.3819,131.4878,128.8052,110.0668,114.3188,129.1014
2023-09-26,108.7795,133.5204,97.3022,129.5657,127.1171,109.2242,114.3928,128.4536
2023-09-27,107.8043,133.6284,98.3039,128.7229,124.9633,108.5456,113.9547,127.0951
2023-09-28,109.791,131.666,97.4971,132.0809,125.9509,109.4228,113.6668,127.8815
2023-09-29,109.5888,132.6492,98.0073,132.0015,125.4354,109.464,113.8736,128.119
2023-10-02,109.1153,132.6608,97.0778,131.2907,124.1959,108.1993,113.9013,127.3965
2023-10-03,109.9705,131.8145,97.4285,132.9005,125.5401,108.449,113.7416,128.5992
2023-10-04,110.022,129.3717,97.251,134.3587,125.3915,108.0173,113.1525,128.5738
2023-10-05,111.3126,127.4182,97.7764,136.6377,126.8133,109.2508,112.869,130.7379
2023-10-06,110.1484,128.8401,97.8198,134.9915,125.5314,108.2635,113.391,129.5936
2023-10-09,109.021,128.8763,97.8846,134.1228,124.7795,106.9861,113.7613,128.8579
2023-10-10,110.3855,128.1635,98.4201,136.735,127.3109,108.9065,113.8199,130.4685
2023-10-11,109.8301,128.7942,99.3166,135.7738,127.6052,109.6084,113.8027,129.6398
2023-10-12,109.7276,129.2146,98.9001,136.5519,127.7676,109.5898,113.6817,128.2024
2023-10-13,110.0644,126.6493,99.5035,136.8856,130.9926,111.8982,113.0439,129.6129
2023-10-16,111.1494,128.1573,98.3493,137.4117,131.55,112.8908,113.6539,131.7024
2023-10-17,109.9271,126.0347,98.7101,134.9278,128.6206,111.752,113.0979,129.8433
2023-10-18,109.4929,126.0553,98.3443,133.3898,127.5336,111.5885,113.1454,129.4831
2023-10-19,108.5016,126.2764,96.3104,132.042,127.4407,109.9426,113.1268,128.743
2023-10-20,109.8364,125.2543,95.698,132.7401,129.056,112.2414,113.034,130.4131
2023-10-23,110.2164,125.1153,95.0112,133.8538,129.6126,112.5398,112.8801,131.9443
2023-10-24,110.9564,124.2306,95.8508,134.615,129.9109,112.5763,112.3197,132.8013
2023-10-25,109.0706,123.6364,93.7519,131.733,127.5546,110.7133,111.9372,129.3123
2023-10-26,109.5954,122.8471,93.9783,131.9247,128.3611,112.0007,111.8652,129.7563
2023-10-27,109.9071,122.4863,93.9773,132.1761,128.5972,112.355,111.6147,129.0162
2023-10-30,108.5012,121.3149,92.6254,130.1696,126.2511,111.3466,111.2542,125.353
2023-10-31,109.2197,121.9333,91.9484,131.5372,126.2581,111.7714,111.2698,124.0361
2023-11-01,108.8662,121.9616,91.5933,130.26,125.5288,111.559,111.2632,123.8005
2023-11-02,108.2167,123.5123,90.7681,129.6849,125.6098,111.4508,111.6826,122.9798
2023-11-03,109.3252,121.5302,89.8001,131.0118,127.8764,112.7244,111.1019,123.9595
2023-11-06,108.7309,121.0181,90.4969,129.2438,128.64,113.1045,111.1222,123.6692
2023-11-07,108.6195,119.5422,89.8521,129.3565,129.6145,112.4855,110.6718,123.4606
2023-11-08,107.2226,120.7333,89.2995,127.2395,127.5337,110.7155,110.9308,121.6566
2023-11-09,106.8867,120.1071,89.456,127.7769,127.2941,111.1346,110.5041,121.4628
2023-11-10,105.8152,118.974,88.5948,126.9233,126.8363,110.541,109.9116,120.2403
2023-11-13,106.1608,119.0476,87.1424,126.8935,127.0677,111.0182,109.6506,120.2488
2023-11-14,106.3475,119.8982,87.8478,127.5762,126.6257,109.8673,109.7701,120.9164
2023-11-15,107.7979,120.1081,88.3762,129.9789,127.8433,110.8871,110.1679,121.4739
2023-11-16,109.4947,119.1262,89.4951,131.5757,130.4098,111.9527,109.7138,123.4337
2023-11-17,110.5885,117.8377,88.1892,133.1023,131.5491,113.0639,109.6349,124.3809
2023-11-20,112.5821,117.353,88.0348,134.9967,133.6249,114.3521,109.7779,126.7292
2023-11-21,111.3658,118.0001,88.5751,134.2556,132.9949,114.087,109.9044,126.2553
2023-11-22,112.7323,116.1174,88.1606,135.7166,134.9666,116.0239,109.3876,125.5151
2023-11-23,112.3359,117.2274,88.7343,135.4725,134.242,114.8374,109.7288,124.2164
2023-11-24,114.7117,116.9783,88.4523,138.5985,136.8669,116.5057,109.993,126.6574
2023-11-27,113.9603,119.2378,88.7609,138.1089,135.3452,116.0394,110.6363,124.1348
2023-11-28,116.1876,119.8155,88.7296,140.7207,138.1444,117.8747,111.0012,126.5931
2023-11-29,116.7929,121.1642,89.4499,140.9628,140.0321,119.7126,111.9743,127.0602
2023-11-30,117.1091,118.8286,89.622,140.9763,142.2977,119.8189,111.0579,127.1906
2023-12-01,114.9581,120.4105,87.9604,137.8844,137.6488,117.3607,111.7007,124.8848
2023-12-04,114.0611,120.73,87.9523,136.907,135.3856,116.8126,111.2611,122.9844
2023-12-05,113.5776,121.6137,88.0617,135.2913,133.9536,116.3741,111.4549,121.8672
2023-12-06,113.1043,122.5689,87.7414,134.5877,135.2057,115.3675,111.4117,122.4006
2023-12-07,112.4203,122.5057,87.051,133.4249,135.7631,115.565,111.5698,120.989
2023-12-08,111.2358,119.8868,85.9551,132.2419,134.9009,114.5258,110.8167,119.1398
2023-12-11,111.4967,120.6295,84.8083,132.861,135.8585,114.499,111.2218,121.9806
2023-12-12,111.4308,121.1008,84.299,132.9144,136.105,114.5943,111.2102,122.1348
2023-12-13,113.0232,121.0028,85.1864,135.1091,138.7047,116.2377,111.0942,124.1984
2023-12-14,112.0036,120.7275,85.2221,133.8095,136.466,115.9376,111.048,122.4168
2023-12-15,110.4124,121.1963,84.8058,131.5739,134.2293,113.2247,111.0076,120.2216
2023-12-18,111.1212,120.1952,86.0634,131.3517,136.3819,113.9653,110.8857,121.5015
2023-12-19,112.3686,119.3327,85.1973,134.0707,137.6972,115.0232,110.9627,121.6404
2023-12-20,113.0493,118.4771,85.0497,135.101,137.2021,114.7944,110.9618,122.6181
2023-12-21,113.0272,118.7652,84.8679,135.9972,136.9443,114.8798,111.2453,121.8616
2023-12-22,114.7462,116.5392,86.0061,138.2242,138.9655,115.0765,110.5538,122.252
2023-12-25,114.1297,116.6393,86.7398,137.469,138.5849,113.9886,110.3594,123.262
2023-12-26,113.3782,118.6505,86.7739,136.449,138.5388,114.3781,110.9151,122.7087
2023-12-27,113.3634,119.0365,87.5526,136.4586,139.1169,115.5985,111.0902,123.4613
2023-12-28,111.7729,116.8581,87.4346,133.9676,136.9263,114.4525,110.3652,122.8089
2023-12-29,111.9091,116.0549,88.1455,134.0084,137.6658,114.405,110.0056,123.1028
2024-01-01,111.9675,116.5525,88.016,132.9148,137.3316,114.8606,110.1164,122.9877
2024-01-02,113.0614,115.4387,86.7149,134.3816,138.142,114.9131,109.8628,124.0458
2024-01-03,113.0967,115.7646,88.229,134.2322,138.5485,114.7692,109.7545,123.674
2024-01-04,112.6275,116.3261,90.1945,133.1075,137.7751,114.4374,109.8725,123.6238
2024-01-05,114.0465,113.3246,87.9106,134.7486,140.4082,114.5658,108.6695,125.0876
2024-01-08,114.3561,112.1402,86.9769,134.5228,140.8813,114.3458,108.4564,122.6217
2024-01-09,113.471,111.3426,86.5887,132.8658,140.5915,112.5537,108.1859,122.2364
2024-01-10,115.5178,110.1846,86.8709,134.6046,140.977,114.2997,107.9204,124.759
2024-01-11,114.0568,111.2042,88.4077,132.841,139.5893,113.3477,107.8278,124.7932
2024-01-12,113.4406,111.936,87.1986,131.2281,140.0163,112.7583,108.3227,124.5204
2024-01-15,111.5009,113.5168,86.7962,128.9917,137.5997,110.2155,108.707,124.495
2024-01-16,112.0677,113.2795,87.6874,129.9376,138.5433,110.0664,108.6636,125.9926
2024-01-17,111.2225,115.0372,87.8061,128.2425,138.3394,109.371,109.2699,125.2872
2024-01-18,111.2037,115.5722,88.13,126.9877,137.3395,109.7588,109.3875,124.7374
2024-01-19,109.813,114.9907,86.2856,124.9607,135.0498,107.8548,109.1808,123.2289
2024-01-22,112.0406,112.6502,87.0925,128.6108,137.1929,109.6547,108.5102,125.3063
2024-01-23,113.6917,112.6988,87.6695,130.688,137.863,110.5696,108.7726,125.2115
2024-01-24,112.5976,113.2276,86.8648,128.6627,136.1254,108.7304,108.7156,124.4359
2024-01-25,111.2442,112.1165,86.09,127.1936,134.3873,107.3628,108.3414,121.2697
2024-01-26,111.8115,112.3214,85.8573,128.6446,134.0165,108.2816,108.4657,121.2936
2024-01-29,111.8351,112.2283,86.8259,128.0049,133.4911,108.892,108.304,122.1626
2024-01-30,113.6854,111.1996,87.4004,129.86,136.3767,110.5778,108.1797,123.649
2024-01-31,111.9369,112.3184,85.7578,127.2543,134.9858,109.3772,108.8252,123.2208
2024-02-01,111.2863,112.5967,85.715,125.3746,133.4197,108.3623,108.5133,122.2724
2024-02-02,111.0675,111.0204,85.8011,125.4681,133.4644,108.0714,108.13,122.6544
2024-02-05,111.4362,110.0989,85.931,126.6991,133.4296,109.5859,107.7992,123.0389
2024-02-06,110.7689,110.5705,84.5705,125.4554,131.5859,108.8606,108.1096,122.679
2024-02-07,108.3175,113.4584,85.014,121.6771,128.801,107.1111,108.7116,120.7106
2024-02-08,107.7357,113.2861,84.4101,120.0197,128.2395,106.9901,108.7515,121.0206
2024-02-09,108.1108,112.6336,85.0189,119.7206,128.0318,106.5947,108.7139,122.0391
2024-02-12,108.6545,113.5323,84.5181,120.7127,128.4376,107.4452,109.0235,122.2459
2024-02-13,109.2563,114.2202,84.1592,121.5372,128.1668,106.1516,109.2635,122.7785
2024-02-14,109.572,112.1459,83.6379,120.5803,129.7614,105.9159,108.9213,124.2196
2024-02-15,108.6784,111.3579,83.7306,118.8515,128.9069,104.9867,108.3305,121.1647
2024-02-16,108.9559,110.7241,83.2495,119.6232,130.1823,105.1816,108.1377,122.0212
2024-02-19,107.5949,111.4502,83.6687,118.2222,126.9896,103.4357,108.0703,120.1697
2024-02-20,108.1294,112.7632,83.5323,118.7145,128.4409,104.137,108.7338,121.3977
2024-02-21,106.984,111.8661,82.1193,117.5344,128.0504,104.4741,108.6445,121.7168
2024-02-22,106.4373,110.9373,82.5985,117.0162,127.6095,104.3675,108.3757,122.431
2024-02-23,107.7893,111.0035,83.3861,119.1581,128.8324,105.8332,108.2136,124.6764
2024-02-26,106.6092,111.7334,82.7451,117.915,127.3486,103.9011,108.4388,122.6969
2024-02-27,107.5443,111.4141,83.0983,118.6335,127.9926,104.2648,108.5157,125.0561
2024-02-28,106.7647,112.7867,81.5686,116.9375,126.113,102.566,108.6512,124.0531
2024-02-29,106.5903,113.2546,82.1489,116.8836,126.4673,102.531,108.5663,125.0021
2024-03-01,106.0364,112.5403,81.8784,115.5973,125.5327,102.242,108.3934,123.5511
2024-03-04,105.5875,113.8055,82.3993,116.2321,125.9181,102.7835,108.5174,124.1674
2024-03-05,105.5765,113.2744,82.4653,116.7528,126.3361,102.3498,108.4796,123.575
2024-03-06,105.836,112.8938,82.2814,117.5467,125.7832,103.5224,108.0954,123.081
2024-03-07,106.2506,113.3486,82.3166,118.1088,126.5597,103.7493,108.4895,124.4431
2024-03-08,107.1741,112.0519,82.1728,119.166,126.8599,104.5118,108.0716,125.6773
2024-03-11,106.1273,114.1715,81.7051,117.9489,126.1475,103.4232,108.8046,123.669
2024-03-12,107.6338,113.6415,81.329,119.8318,128.5132,104.3011,108.6405,125.0237
2024-03-13,106.4734,115.9341,81.1237,118.8247,127.1917,102.8203,109.2422,124.5196
2024-03-14,106.3256,117.2446,82.0608,119.2166,126.6372,102.061,109.4461,124.3457
2024-03-15,106.9194,114.7731,81.7926,120.0587,127.2065,103.2327,108.8707,126.153
2024-03-18,106.7428,115.8199,83.1648,120.6392,126.1502,102.8855,109.025,126.1982
2024-03-19,107.4815,114.6979,83.1431,120.4403,128.2436,103.3488,108.7787,127.0408
2024-03-20,108.6947,111.3715,82.7953,121.9486,129.425,105.2287,107.7668,128.9068
2024-03-21,109.106,112.4965,82.491,122.1305,130.7138,105.9038,107.9077,129.1076
2024-03-22,109.5502,113.1975,82.1211,121.0269,131.6209,105.5076,107.8211,126.8213
2024-03-25,110.4411,113.0275,82.0155,123.0748,133.1623,107.2427,107.6268,127.8885
2024-03-26,108.789,113.4111,81.7497,121.214,131.2434,106.3682,107.78,128.3665
2024-03-27,108.5067,112.5871,81.8104,120.3305,132.238,106.2239,107.4505,127.9759
2024-03-28,109.2907,112.1668,81.3478,122.3872,132.3816,106.6796,107.4865,126.8881
2024-03-29,109.833,110.9413,81.8564,122.5227,133.7364,107.9273,107.3066,128.1158
2024-04-01,109.6356,110.4641,82.8968,121.8239,132.7511,108.1164,106.9718,126.8994
2024-04-02,108.1759,110.5263,82.7265,119.987,131.8548,107.4664,106.9045,125.5372
2024-04-03,108.7434,111.5971,83.0364,120.5362,131.6342,106.8525,107.3203,126.3153
2024-04-04,109.3834,111.2618,84.1366,121.1226,133.3072,107.5528,107.1293,127.8527
2024-04-05,109.8528,111.4704,84.2833,121.7605,135.8995,109.0158,107.386,129.311
2024-04-08,110.9478,111.6176,84.4338,123.0916,137.1267,107.8618,107.483,129.5478
2024-04-09,112.6709,111.0524,83.5894,125.4088,138.1943,109.2155,107.489,131.8812
2024-04-10,111.8694,111.3848,82.5259,124.7697,137.5853,108.9136,107.6022,131.5417
2024-04-11,113.6192,110.5147,82.6708,126.4864,138.9552,110.1661,107.6114,132.9459
2024-04-12,113.41,110.2078,82.2133,126.3852,137.3454,110.5427,107.4101,133.0692
2024-04-15,112.0871,111.3358,82.7833,124.8646,134.9087,109.5736,107.4408,131.2344
2024-04-16,113.228,111.7507,82.9624,125.8589,136.7789,110.5433,107.2515,133.2564
2024-04-17,113.2473,112.9623,82.3065,123.9734,136.947,110.6796,107.3733,132.4398
2024-04-18,116.2568,111.627,82.9429,127.5983,138.7316,112.572,107.0491,134.5068
2024-04-19,116.1767,111.9387,82.8769,126.7203,139.0635,111.3086,106.7893,134.9505
2024-04-22,116.7827,111.6996,81.837,127.0972,139.4468,110.5992,106.6539,135.7576
2024-04-23,118.4129,110.7592,82.4224,128.0611,142.0413,111.4369,106.498,137.3717
