Date,SPY,QQQ,IWM,EFA,VNQ,RF,Mkt-RF,SMB,HML
2022-12-15,0.009455,0.014343,0.005205,0.009317,0.01363,0.000159,0.008553,-2.5e-05,0.001323
2022-12-16,0.011695,0.019866,0.011017,0.004226,0.003511,0.000159,0.010629,0.00031,-0.007114
2022-12-19,-0.006014,-0.008785,-0.018382,-0.006745,-0.015515,0.000159,-0.00645,-0.005898,0.002263
2022-12-20,0.006663,0.004764,0.000408,-0.002425,0.001617,0.000159,0.006035,-0.006579,0.000404
2022-12-21,-0.002113,-0.00917,-0.000429,0.000444,-0.010294,0.000159,-0.002449,0.000301,0.003133
2022-12-22,-0.028285,-0.028245,-0.025513,-0.023457,-0.030318,0.000159,-0.029597,0.001332,-0.000813
2022-12-23,0.004925,0.019872,0.007386,0.002241,-0.008762,0.000159,0.005534,0.005136,-0.005743
2022-12-26,-0.0062,-0.006822,-0.011474,8.2e-05,-0.006547,0.000159,-0.005456,-0.001263,0.000552
2022-12-27,-0.002715,-0.007431,-0.006435,-0.004417,-0.009882,0.000159,-0.004432,0.001212,0.000729
2022-12-28,-0.004124,-0.003708,0.00121,-0.002689,-0.002007,0.000159,-0.0035,0.003862,-0.001959
2022-12-29,0.002921,0.002848,0.010968,0.00819,0.014339,0.000159,0.002114,0.002601,-0.000868
2022-12-30,0.001242,0.00013,0.004795,0.008327,6e-06,0.000159,0.001769,0.002011,0.000914
2023-01-02,0.000405,-0.010531,-0.003912,-0.008571,-0.003342,0.000159,0.000192,-0.001686,0.005572
2023-01-03,-0.003906,-0.002744,-0.000256,-0.008587,-0.002606,0.000159,-0.004042,-5.3e-05,0.001242
2023-01-04,0.00677,0.012091,0.008547,-0.000183,0.011765,0.000159,0.006463,0.00012,-0.003117
2023-01-05,-0.010899,-0.009552,-0.013944,-0.006174,-0.011115,0.000159,-0.010088,-0.001934,2.9e-05
2023-01-06,0.000789,-0.001754,0.000126,-0.004963,-0.003289,0.000159,-0.000362,0.00288,0.002942
2023-01-09,0.02332,0.027503,0.022585,0.021242,0.028616,0.000159,0.023647,-0.004529,0.000658
2023-01-10,0.007196,0.009201,0.011278,0.010167,0.004337,0.000159,0.007918,0.004453,-0.00092
2023-01-11,0.001368,-0.004992,0.001273,0.000617,0.003781,0.000159,0.001782,-0.001921,0.002102
2023-01-12,-0.00172,-0.005626,-0.003694,-0.012065,0.008594,0.000159,-1.9e-05,-0.003731,0.001945
2023-01-13,0.000598,-0.002125,-0.002525,-0.002747,0.003615,0.000159,1.7e-05,0.000798,-0.00121
2023-01-16,-0.010159,-0.006592,0.000294,-0.011118,-0.016138,0.000159,-0.009552,0.00669,-0.001814
2023-01-17,-0.001823,-0.002352,-0.00351,-0.000493,0.013807,0.000159,-0.002067,0.001666,0.001701
2023-01-18,-0.014873,-0.017953,-0.014759,-0.012751,-0.002053,0.000159,-0.014045,0.001658,0.002516
2023-01-19,-0.020613,-0.025897,-0.024201,-0.014346,-0.015616,0.000159,-0.020778,0.002325,0.001573
2023-01-20,0.019631,0.020399,0.022587,0.01618,0.020861,0.000159,0.019162,0.002595,0.000128
2023-01-23,0.017541,0.015083,0.01153,0.015331,0.017732,0.000159,0.018427,-0.003319,-0.000666
2023-01-24,-0.002574,-4.6e-05,0.002442,-0.004062,-0.000147,0.000159,-0.003126,0.003194,0.000396
2023-01-25,-0.003749,-0.005705,-0.004826,-0.005935,-0.00418,0.000159,-0.005038,0.001948,0.000627
2023-01-26,-0.005769,-0.0095,-0.01737,-0.000751,-0.000705,0.000159,-0.006341,-0.007359,0.00094
2023-01-27,-0.018316,-0.018368,-0.018845,-0.020512,-0.012545,0.000159,-0.017979,-0.001568,-0.000703
2023-01-30,0.001406,-0.005715,0.012724,0.005069,-0.003416,0.000159,0.002361,0.005041,0.002723
2023-01-31,-0.001397,0.00613,-0.011297,-0.003351,-0.002581,0.000159,-0.001466,-0.00916,-0.003906
2023-02-01,0.008825,0.011744,0.010198,0.008278,-0.000383,0.000159,0.009721,0.000962,0.000149
2023-02-02,0.006862,0.010418,0.002005,0.002982,0.000413,0.000159,0.005617,-0.006201,-0.002213
2023-02-03,-0.006019,-0.012572,-0.001979,-0.011048,-0.001467,0.000159,-0.006533,0.002126,0.005807
2023-02-06,-0.015995,-0.024446,-0.017606,-0.00983,-0.014788,0.000159,-0.016385,0.000925,0.006311
2023-02-07,-0.005276,-0.001085,-0.004369,-0.007647,-0.000426,0.000159,-0.005527,-0.0005,-0.00346
2023-02-08,0.004375,-0.001546,0.01096,-0.00061,0.00813,0.000159,0.004283,0.006647,0.002508
2023-02-09,0.019359,0.023749,0.021408,0.021067,0.033437,0.000159,0.019753,-0.001897,-0.003058
2023-02-10,0.002586,0.005491,0.008015,6.1e-05,-0.004615,0.000159,0.002071,0.005097,-0.001815
2023-02-13,0.004575,0.014178,0.004172,0.007687,0.001136,0.000159,0.004528,0.001149,0.000164
2023-02-14,0.007008,0.008562,-0.003424,0.000935,0.007225,0.000159,0.006813,-0.008648,-0.001237
2023-02-15,0.005156,0.003164,0.009567,0.00738,0.00296,0.000159,0.004257,0.007627,0.001518
2023-02-16,-0.020057,-0.028289,-0.015709,-0.017334,-0.010591,0.000159,-0.020306,0.002047,0.004375
2023-02-17,0.006894,0.009404,0.005486,0.006473,0.00755,0.000159,0.00662,-0.002459,-0.003005
2023-02-20,-0.009379,-0.006244,-0.013576,-0.000225,-0.022661,0.000159,-0.00967,-0.004912,-0.002964
2023-02-21,-0.010207,-0.014679,-0.009453,-0.005101,0.003978,0.000159,-0.01034,-6.3e-05,-0.000623
2023-02-22,-0.003018,-0.002679,-0.008868,-0.009414,-0.006748,0.000159,-0.003116,-0.00318,-0.001908
2023-02-23,0.000712,-0.003799,0.006688,0.00761,-0.00433,0.000159,0.000207,0.003194,-0.003896
2023-02-24,-0.013817,-0.024086,-0.019053,-0.018001,-0.014019,0.000159,-0.012958,-0.003214,0.005197
2023-02-27,-0.006457,-0.009052,0.004131,0.004692,0.004731,0.000159,-0.007551,0.00656,0.005146
2023-02-28,0.008108,0.017245,0.001402,7.1e-05,0.005596,0.000159,0.007373,-0.004129,-0.003359
2023-03-01,0.005639,0.000554,0.012432,0.012723,0.008736,0.000159,0.007704,-0.000473,-0.000798
2023-03-02,-0.014146,-0.017304,-0.006474,-0.011039,-0.016744,0.000159,-0.015135,0.003537,-2.2e-05
2023-03-03,0.000176,-0.001547,-0.000459,0.004773,-0.011177,0.000159,-0.001065,-0.005053,-0.000229
2023-03-06,0.017021,0.024693,0.012062,0.013189,0.011579,0.000159,0.01745,-0.001772,-0.005104
2023-03-07,-0.007046,-0.012788,-0.007431,-0.010283,0.003844,0.000159,-0.008866,-0.002151,0.004017
2023-03-08,-0.005111,-0.003728,-0.00439,0.000663,-0.012131,0.000159,-0.005457,0.000687,0.001067
2023-03-09,0.008657,0.011127,0.012075,0.005995,0.026498,0.000159,0.010215,0.004337,-0.003299
2023-03-10,-0.007067,-0.005364,-0.007754,0.002775,-0.001193,0.000159,-0.008462,-0.002241,0.000769
2023-03-13,-0.005356,-0.009699,-0.008337,0.000948,-0.003131,0.000159,-0.0071,0.000632,0.004791
2023-03-14,0.000641,-0.003074,-0.001729,0.008109,0.005888,0.000159,-0.000717,-0.002052,0.005291
2023-03-15,-0.00225,-0.001042,0.001954,0.00511,-0.004123,0.000159,-0.00169,0.005609,0.005247
2023-03-16,-0.009909,-0.006095,-0.01663,-0.015394,-0.007323,0.000159,-0.009168,-0.004091,-0.003329
2023-03-17,0.005614,0.008504,0.006021,-0.008284,-0.00409,0.000159,0.005046,-0.001478,0.004493
2023-03-20,0.002065,0.001968,0.006969,0.005677,0.010447,0.000159,0.002452,0.003827,-0.00067
2023-03-21,0.019937,0.019537,0.023802,0.01137,0.015111,0.000159,0.020891,0.001061,-0.001025
2023-03-22,0.00967,0.012457,0.003837,-0.001548,0.002529,0.000159,0.010941,-0.0046,-0.000461
2023-03-23,0.023454,0.026078,0.028605,0.030823,0.009188,0.000159,0.023098,0.00162,-0.002214
2023-03-24,0.018174,0.025041,9.7e-05,0.009808,0.016285,0.000159,0.016174,-0.009128,-0.001949
2023-03-27,-0.009232,-0.009866,-0.015318,-0.011424,-0.006636,0.000159,-0.010047,-0.000358,-0.002386
2023-03-28,0.008555,0.003341,0.006669,0.005866,0.000189,0.000159,0.008055,-0.004811,0.001608
2023-03-29,0.01431,0.026536,0.015909,0.014111,0.022372,0.000159,0.013944,0.000846,-0.002319
2023-03-30,0.010816,0.012128,0.004975,0.006112,0.00366,0.000159,0.010507,-0.001671,-0.000639
2023-03-31,-7e-06,-0.010957,-0.00327,0.000656,-0.002696,0.000159,0.00073,-0.001245,0.004663
2023-04-03,-0.017427,-0.026832,-0.02148,-0.016094,-0.032844,0.000159,-0.016566,0.000593,0.004713
2023-04-04,0.008922,0.005766,0.007345,0.006827,0.013791,0.000159,0.008626,-0.000937,0.003604
2023-04-05,-0.006575,-0.000711,-0.001835,0.000749,0.00695,0.000159,-0.005855,0.002001,-0.005656
2023-04-06,0.004293,0.008532,0.002329,0.000874,0.006117,0.000159,0.00442,0.000203,-0.000527
2023-04-07,0.002274,0.008257,0.004086,0.008484,0.00659,0.000159,0.002167,0.001104,-0.002929
2023-04-10,0.017588,0.018297,0.009847,0.007066,0.00089,0.000159,0.018155,-0.004651,5e-05
2023-04-11,0.000548,0.008539,0.002823,0.006531,0.007783,0.000159,0.000447,0.002169,-0.001076
2023-04-12,-0.009973,-0.009068,-0.017623,-0.014578,-0.018492,0.000159,-0.008486,-0.00513,-0.002751
2023-04-13,0.0048,-0.000513,0.009338,0.008633,0.010391,0.000159,0.003491,0.001047,0.0001
2023-04-14,0.002874,-0.006212,0.004934,-0.006942,-0.000492,0.000159,0.002303,-2.6e-05,-0.000236
2023-04-17,0.006852,0.011992,0.008702,0.007481,-0.004853,0.000159,0.006592,0.003631,-0.003154
2023-04-18,0.007589,0.008353,0.006391,0.004388,0.016671,0.000159,0.007782,-0.007041,0.002355
2023-04-19,0.010677,0.019301,0.013602,0.015664,0.019094,0.000159,0.011532,0.002254,-0.003691
2023-04-20,0.002768,0.003917,8.6e-05,0.010591,0.014663,0.000159,0.00259,-0.001273,-0.00314
2023-04-21,0.005149,-0.004372,0.010001,0.010157,0.007776,0.000159,0.003852,-0.000936,0.002837
2023-04-24,0.018964,0.030409,0.030611,0.01713,0.0294,0.000159,0.01948,0.006443,-0.007554
2023-04-25,-0.006654,0.000152,-0.002218,-0.008563,-0.008378,0.000159,-0.006208,0.00317,-0.004973
2023-04-26,-0.002784,0.001022,0.000529,0.002022,0.003964,0.000159,-0.004496,0.002836,-0.000745
2023-04-27,-0.023631,-0.034485,-0.020211,-0.018979,-0.00663,0.000159,-0.023793,-0.003594,0.001994
2023-04-28,-0.004025,-0.00707,-0.002613,-0.007296,0.000254,0.000159,-0.005456,0.003439,0.003443
2023-05-01,0.006381,0.004544,0.008694,0.010572,0.010722,0.000159,0.00569,-0.000319,0.000592
2023-05-02,-0.004506,-0.009124,-0.005495,-0.012837,-0.008174,0.000159,-0.005387,0.000879,0.002018
2023-05-03,-0.002034,-7.8e-05,0.003647,-0.004059,-0.009217,0.000159,-0.001545,0.004323,-0.001339
2023-05-04,-0.004228,-0.011539,-0.007197,-0.003475,-0.00841,0.000159,-0.004294,-0.003237,0.00447
2023-05-05,-0.003523,-0.008644,0.00068,-0.012188,-0.001699,0.000159,-0.004711,0.003423,0.003614
2023-05-08,0.002146,-0.001422,0.000683,-0.008721,-0.00481,0.000159,0.002692,-0.001503,0.002098
2023-05-09,0.009096,0.007916,0.020272,0.007683,0.018056,0.000159,0.00779,0.001445,0.001602
2023-05-10,0.00498,-0.003206,0.003309,0.00838,-0.004756,0.000159,0.005085,0.0015,0.00285
2023-05-11,-9.8e-05,0.000188,0.005993,-0.000197,-0.004651,0.000159,-0.000908,0.001495,0.00097
2023-05-12,0.015247,0.017159,0.027125,0.023807,0.018609,0.000159,0.014796,0.00423,-0.00144
2023-05-15,0.003208,-0.002182,0.006007,-0.002578,-0.003619,0.000159,0.003453,0.000593,0.002161
2023-05-16,-0.005375,-0.002497,-0.012518,-0.004809,-0.010832,0.000159,-0.005116,-0.003027,-0.0017
2023-05-17,-0.00642,-0.006837,-0.009003,-0.0023,-0.001039,0.000159,-0.005509,-0.001406,-0.000748
2023-05-18,0.004282,0.000877,0.007384,0.010591,0.008813,0.000159,0.004057,0.002647,-1.6e-05
2023-05-19,-0.019427,-0.02825,-0.024673,-0.02041,-0.020504,0.000159,-0.01934,-0.005302,0.004465
2023-05-22,-0.020863,-0.023716,-0.037555,-0.023357,-0.015676,0.000159,-0.021372,-0.009831,0.003762
2023-05-23,-0.003258,-0.014252,0.001895,-0.000296,0.029438,0.000159,-0.003271,0.002344,0.00674
2023-05-24,-0.019399,-0.021632,-0.02009,-0.017939,-0.014663,0.000159,-0.019206,0.00345,-0.00162
2023-05-25,-0.014013,-0.022334,-0.016973,-0.004787,-0.008838,0.000159,-0.014251,-0.001707,0.005907
2023-05-26,-0.006544,0.001462,-0.007657,-0.001084,0.004389,0.000159,-0.008146,0.001614,-0.003839
2023-05-29,-0.006429,-0.007828,-0.006082,-0.003642,-0.003354,0.000159,-0.006322,0.000251,0.001761
2023-05-30,0.015392,0.016937,0.009389,0.016579,0.024741,0.000159,0.015525,-0.003969,-0.002431
2023-05-31,-0.005338,-0.0084,0.000473,-0.006414,-0.00507,0.000159,-0.006041,0.002412,0.001509
2023-06-01,0.003479,-0.010728,0.002989,-0.006991,0.007962,0.000159,0.002292,-0.000581,0.00631
2023-06-02,0.004833,0.015075,0.009422,0.00317,-0.002465,0.000159,0.005855,0.003502,-0.007066
2023-06-05,-0.007433,-0.014345,0.000684,-0.005874,-0.008273,0.000159,-0.007198,0.006808,0.003981
2023-06-06,-0.016896,-0.020758,-0.026389,-0.004989,-0.015229,0.000159,-0.017238,-0.004028,0.004237
2023-06-07,0.012405,0.015982,0.014388,0.017721,0.014971,0.000159,0.011337,0.003365,-0.00178
2023-06-08,-0.015321,-0.018407,-0.021917,0.000194,-0.00829,0.000159,-0.016138,-0.005227,0.003955
2023-06-09,0.001084,0.001757,0.002286,-0.006482,-0.001574,0.000159,0.001968,-0.000228,-0.000648
2023-06-12,-0.017724,-0.012464,-0.013784,-0.02077,-0.027953,0.000159,-0.017773,0.000521,-0.000405
2023-06-13,0.010686,0.019547,0.002133,-0.001519,0.011551,0.000159,0.010086,-0.003647,-0.007982
2023-06-14,-0.014034,-0.015129,-0.005141,-0.011921,-0.003229,0.000159,-0.013785,0.003729,0.005276
2023-06-15,-0.017363,-0.018975,-0.020017,-0.013949,-0.022273,0.000159,-0.018173,0.000132,0.003636
2023-06-16,0.004708,0.007769,0.002754,0.004252,0.00093,0.000159,0.00575,-0.002839,-0.001794
2023-06-19,0.006197,0.008827,0.010241,-0.006257,0.002339,0.000159,0.007121,0.002108,-0.004996
2023-06-20,0.004442,0.002393,0.001348,-0.002436,-0.003307,0.000159,0.00391,-0.000173,0.001396
2023-06-21,-0.004878,-0.007727,-0.003392,-0.006046,-0.008408,0.000159,-0.005539,-0.003388,-0.001748
2023-06-22,-0.013987,-0.016774,-0.01142,-0.005608,0.002458,0.000159,-0.016241,0.005527,0.002004
2023-06-23,0.002322,0.012392,0.006023,0.005634,0.001933,0.000159,0.000978,0.001284,-0.003205
2023-06-26,0.011805,0.009056,0.009343,0.009416,0.018183,0.000159,0.010575,-0.005281,-0.000783
2023-06-27,-0.018135,-0.018225,-0.019389,-0.012968,-0.007723,0.000159,-0.018186,-0.000311,0.002278
2023-06-28,0.010296,0.015707,0.005125,0.01179,0.016862,0.000159,0.009877,-0.002519,-0.000553
2023-06-29,-0.006531,-0.004926,-0.004358,-0.015956,-0.010241,0.000159,-0.007766,0.000923,0.001309
2023-06-30,-0.002458,-0.002007,-0.002999,-0.006228,0.009145,0.000159,-0.002842,0.001712,-0.000163
2023-07-03,-0.004194,-0.006953,-0.004461,0.00105,0.005888,0.000159,-0.003948,0.001361,-0.001728
2023-07-04,0.00109,0.001136,-0.009963,0.006839,0.001876,0.000159,0.001354,-0.004931,0.001938
2023-07-05,0.00944,0.010008,0.015326,-0.003287,0.003147,0.000159,0.007761,0.003843,-0.000768
2023-07-06,0.004506,0.002241,0.003191,-0.002322,0.000331,0.000159,0.004245,-0.000867,-0.001873
2023-07-07,-0.027216,-0.041247,-0.034741,-0.023138,-0.023087,0.000159,-0.028482,-0.000211,0.008316
2023-07-10,-0.005362,-0.009718,-0.013016,-0.016288,-0.007817,0.000159,-0.004799,-0.006785,0.005941
2023-07-11,-0.000518,0.002357,-0.009379,0.001592,-0.009568,0.000159,-4.9e-05,-0.004151,-0.001233
2023-07-12,-0.013534,-0.014012,-0.006262,-0.005516,-0.01172,0.000159,-0.014412,0.003766,0.004509
2023-07-13,-0.007012,-0.003642,-0.00235,0.005526,0.002249,0.000159,-0.007783,0.003958,-0.001165
2023-07-14,0.022076,0.017603,0.025747,0.006432,0.020934,0.000159,0.021548,0.000148,0.001028
2023-07-17,0.002159,0.009176,-0.004216,-0.003431,0.004659,0.000159,0.000198,-0.006675,-0.004068
2023-07-18,0.008954,0.005361,0.020007,0.018717,0.027789,0.000159,0.009064,0.00584,0.004711
2023-07-19,-0.015338,-0.015201,-0.021975,-0.009544,-0.009735,0.000159,-0.015715,-0.002756,-0.001615
2023-07-20,0.003096,0.009759,0.007847,0.002932,-0.012377,0.000159,0.003713,0.005355,-0.001195
2023-07-21,-0.009773,-0.01031,-0.004508,-0.014276,-0.000705,0.000159,-0.010811,9.2e-05,-0.000903
2023-07-24,0.000519,0.006817,-0.002736,0.003402,-0.004749,0.000159,-0.000135,0.000682,-0.00344
2023-07-25,0.002575,0.004173,0.007634,0.009486,0.005515,0.000159,0.001212,0.007264,0.001422
2023-07-26,-0.00797,-0.002747,-0.008562,-0.005476,0.000885,0.000159,-0.008932,-0.001051,-0.002849
2023-07-27,0.006721,0.007027,0.006843,0.008562,0.000645,0.000159,0.005617,-0.002521,-0.000932
2023-07-28,0.008773,0.017714,0.015172,0.008767,0.01343,0.000159,0.009411,0.002385,-0.001311
2023-07-31,-0.007786,-0.005054,-0.018874,-0.001007,-0.01194,0.000159,-0.008504,-0.005516,0.002102
2023-08-01,-0.005563,-0.019029,0.003889,0.000144,-0.008491,0.000159,-0.005623,0.005854,0.006675
2023-08-02,0.016326,0.025362,0.01775,0.007263,0.004646,0.000159,0.015862,-0.000471,-0.004924
2023-08-03,0.010858,0.015456,0.021728,0.011268,0.0164,0.000159,0.009684,0.008546,-0.002861
2023-08-04,0.020217,0.026535,0.019535,0.009909,0.033098,0.000159,0.019924,-0.00257,-0.002367
2023-08-07,0.002263,0.003882,0.008826,0.005211,-0.001066,0.000159,0.002584,-0.000197,-5e-06
2023-08-08,-0.009976,-0.019435,0.000791,-0.001813,-0.012272,0.000159,-0.0111,0.007597,0.001808
2023-08-09,-0.012575,-0.006423,-0.007597,-0.009777,-0.001356,0.000159,-0.012087,-0.00206,-0.001015
2023-08-10,-0.008765,-0.00226,-0.005151,-0.006852,-0.009174,0.000159,-0.009603,0.001399,-0.002431
2023-08-11,0.004469,0.004773,0.004531,-0.009006,-0.00559,0.000159,0.003924,0.006267,-0.003553
2023-08-14,-0.010557,-0.019946,-0.014992,0.00085,-0.008806,0.000159,-0.010291,-0.002242,0.001898
2023-08-15,0.004205,-0.000611,0.013456,0.015587,0.000604,0.000159,0.003515,0.002384,0.000918
2023-08-16,-0.002258,-0.00652,0.012439,0.008511,0.01188,0.000159,-0.002387,0.007234,0.001559
2023-08-17,0.010906,0.01364,0.015962,0.01008,0.003775,0.000159,0.010496,0.002426,0.002685
2023-08-18,-0.000303,-0.007117,0.004148,0.01011,0.002331,0.000159,-0.000358,0.002546,0.003202
2023-08-21,0.005069,0.005978,0.007624,-0.009886,0.004256,0.000159,0.003005,0.002602,-0.002045
2023-08-22,-0.001714,-0.003358,0.010006,-0.003815,0.001023,0.000159,-0.003336,0.003782,0.001099
2023-08-23,0.008387,0.007787,0.003561,0.004356,0.008514,0.000159,0.008721,0.000962,-0.000464
2023-08-24,-0.016472,-0.012849,-0.013653,-0.005758,-0.001767,0.000159,-0.015801,0.0019,-0.0008
2023-08-25,0.005361,0.011001,0.010042,-0.000897,0.007107,0.000159,0.004474,0.003794,-0.001095
2023-08-28,0.001782,0.009936,0.006357,-0.00394,-0.004973,0.000159,0.001428,0.001031,-0.000843
2023-08-29,-0.003283,-0.010202,-0.003989,-0.006329,0.010023,0.000159,-0.003206,0.00222,0.002719
2023-08-30,0.010743,0.007334,0.021658,0.021656,0.022771,0.000159,0.011139,0.004943,0.004642
2023-08-31,0.002065,0.002888,-0.000616,-0.000481,-0.000942,0.000159,0.000284,-0.000786,0.001487
2023-09-01,0.000896,-0.005438,0.007336,-0.010415,0.011074,0.000159,2.9e-05,0.001354,0.001119
2023-09-04,-0.002471,-0.003989,-0.008067,-0.006421,-0.000366,0.000159,-0.002896,-0.004792,0.005027
2023-09-05,-0.008383,-0.011642,-0.004507,-0.009014,0.00713,0.000159,-0.00798,0.003315,0.001957
2023-09-06,0.008147,0.008281,0.015493,0.004317,0.009218,0.000159,0.009987,0.002785,-0.001724
2023-09-07,-0.004367,-0.005924,-0.00033,-0.00548,-0.009419,0.000159,-0.004708,0.000311,0.003929
2023-09-08,0.016664,0.022271,0.011999,0.014656,-0.00334,0.000159,0.01538,-0.003619,0.001913
2023-09-11,0.005176,0.013723,0.001617,-0.003872,0.014917,0.000159,0.005339,-0.000381,-0.003485
2023-09-12,-0.017001,-0.011791,-0.01625,-0.019451,-0.003358,0.000159,-0.016103,-0.000883,-0.003091
2023-09-13,0.00685,0.00744,0.009114,0.014127,0.000259,0.000159,0.006778,0.000897,-0.000581
2023-09-14,0.013477,0.023876,0.006066,0.00914,-0.002754,0.000159,0.012593,-0.003676,-0.00273
2023-09-15,0.003694,0.005208,0.005759,0.003198,-0.00528,0.000159,0.004301,-0.002802,0.00195
2023-09-18,0.002611,0.008969,0.00774,0.002506,0.010183,0.000159,0.002984,-0.000378,-0.001402
2023-09-19,0.002531,0.009936,0.003873,0.003361,0.004169,0.000159,0.001552,0.001343,-0.002758
2023-09-20,-0.007504,-0.014487,0.00628,0.004327,-0.008971,0.000159,-0.007357,0.005418,0.005789
2023-09-21,0.001077,-0.003481,0.009262,-4.3e-05,0.007535,0.000159,0.001716,0.006206,0.001197
2023-09-22,0.022285,0.032514,0.01659,0.022641,0.016355,0.000159,0.023071,-0.000914,-0.00203
2023-09-25,-0.007427,-0.009166,-0.000869,-0.007933,0.003162,0.000159,-0.007639,0.004718,0.000119
2023-09-26,-0.012421,-0.014618,-0.013106,-0.007656,-0.005018,0.000159,-0.012866,0.003297,0.001741
2023-09-27,-0.008965,-0.006505,-0.016943,-0.006213,-0.010575,0.000159,-0.008142,-0.004155,-0.001211
2023-09-28,0.018429,0.026087,0.007903,0.008082,0.006187,0.000159,0.017302,-0.003965,-0.003175
2023-09-29,-0.001842,-0.000601,-0.004092,0.000377,0.001857,0.000159,-0.00165,-0.002294,-0.001251
2023-10-02,-0.004321,-0.005384,-0.009882,-0.011554,-0.005639,0.000159,-0.005576,0.002124,0.003115
2023-10-03,0.007837,0.012261,0.010823,0.002308,0.00944,0.000159,0.008531,0.00546,-0.003236
2023-10-04,0.000468,0.010972,-0.001183,-0.00398,-0.000197,0.000159,0.000103,-0.000802,-0.005682
2023-10-05,0.011731,0.016962,0.011338,0.01142,0.016832,0.000159,0.012587,0.000577,0.002149
2023-10-06,-0.010459,-0.012048,-0.010108,-0.009037,-0.008753,0.000159,-0.010224,0.002894,0.002591
2023-10-09,-0.010236,-0.006436,-0.00599,-0.011799,-0.005677,0.000159,-0.011373,0.001828,-0.00629
2023-10-10,0.012516,0.019476,0.020287,0.01795,0.012499,0.000159,0.013497,0.002572,-0.003914
2023-10-11,-0.005032,-0.007029,0.002312,0.006445,-0.006352,0.000159,-0.003949,0.00542,-0.002825
2023-10-12,-0.000934,0.005731,0.001273,-0.00017,-0.011088,0.000159,-0.000386,0.00126,-0.004567
2023-10-13,0.00307,0.002444,0.025241,0.021064,0.011002,0.000159,0.002302,0.011452,-0.006027
2023-10-16,0.009858,0.003843,0.004256,0.008871,0.016121,0.000159,0.009454,-0.00447,0.002132
2023-10-17,-0.010997,-0.018077,-0.022268,-0.010088,-0.014116,0.000159,-0.01104,-0.009071,0.000548
2023-10-18,-0.00395,-0.011399,-0.008451,-0.001462,-0.002774,0.000159,-0.004671,-0.001779,0.003099
2023-10-19,-0.009054,-0.010104,-0.000729,-0.01475,-0.005716,0.000159,-0.007859,0.005973,-0.00283
2023-10-20,0.012302,0.005287,0.012675,0.020909,0.012973,0.000159,0.012259,-0.000265,0.002972
2023-10-23,0.00346,0.008391,0.004313,0.002659,0.011741,0.000159,0.001138,0.003299,-0.002802
2023-10-24,0.006715,0.005686,0.002301,0.000324,0.006496,0.000159,0.006827,-0.003615,0.003415
2023-10-25,-0.016996,-0.021409,-0.018138,-0.016549,-0.026273,0.000159,-0.017433,-0.00268,0.004588
2023-10-26,0.004812,0.001456,0.006323,0.011628,0.003434,0.000159,0.004593,0.000621,0.002913
2023-10-27,0.002843,0.001905,0.001839,0.003163,-0.005704,0.000159,0.00239,-0.000667,-0.000278
2023-10-30,-0.012791,-0.01518,-0.018244,-0.008975,-0.028394,0.000159,-0.012304,-0.001186,0.004926
2023-10-31,0.006622,0.010506,5.5e-05,0.003816,-0.010505,0.000159,0.007359,-0.004834,-0.00466
2023-11-01,-0.003237,-0.00971,-0.005776,-0.001901,-0.0019,0.000159,-0.003169,0.001467,-0.000218
2023-11-02,-0.005966,-0.004415,0.000645,-0.00097,-0.006629,0.000159,-0.006396,0.007239,-0.000788
2023-11-03,0.010243,0.010232,0.018045,0.011428,0.007966,0.000159,0.010051,0.003823,0.004512
2023-11-06,-0.005436,-0.013496,0.005972,0.003372,-0.002342,0.000159,-0.005579,0.008203,0.002819
2023-11-07,-0.001024,0.000873,0.007575,-0.005473,-0.001687,0.000159,-0.001825,0.002187,-0.001125
2023-11-08,-0.01286,-0.016366,-0.016053,-0.015736,-0.014612,0.000159,-0.012556,0.000554,-0.001481
2023-11-09,-0.003133,0.004224,-0.001879,0.003786,-0.001592,0.000159,-0.002923,0.002721,-0.001051
2023-11-10,-0.010025,-0.006681,-0.003596,-0.005341,-0.010065,0.000159,-0.008951,0.004941,0.000569
2023-11-13,0.003266,-0.000235,0.001825,0.004316,7e-05,0.000159,0.004112,-0.000752,0.002978
2023-11-14,0.001759,0.00538,-0.003478,-0.010367,0.005552,0.000159,0.001052,-0.008527,-0.002707
2023-11-15,0.013638,0.018833,0.009616,0.009282,0.004611,0.000159,0.014135,-0.003295,-0.003492
2023-11-16,0.01574,0.012285,0.020075,0.009609,0.016133,0.000159,0.014821,0.000916,-0.001204
2023-11-17,0.00999,0.011603,0.008736,0.009926,0.007673,0.000159,0.010388,-0.002583,-0.000477
2023-11-20,0.018027,0.014232,0.015779,0.011393,0.018881,0.000159,0.017455,-0.000879,-0.000643
2023-11-21,-0.010804,-0.00549,-0.004714,-0.002317,-0.00374,0.000159,-0.011781,0.002207,-0.00448
2023-11-22,0.01227,0.010883,0.014825,0.016977,-0.005863,0.000159,0.012336,-0.000372,-0.000292
2023-11-23,-0.003516,-0.001799,-0.005369,-0.010227,-0.010347,0.000159,-0.005814,-0.003044,-0.001665
2023-11-24,0.021149,0.023075,0.019553,0.014527,0.019651,0.000159,0.019589,-0.002229,-0.001846
2023-11-27,-0.006551,-0.003532,-0.011118,-0.004002,-0.019916,0.000159,-0.006851,-4.1e-05,-0.000275
